!专	∎
!丘	∎
!之	∎
!乌0	∎
!乐.	∎
!乐w	∎
!亞0	∎
!亞1	∎
!北.	⿰⿱一㇀丨
!北H	⿱┤㇀
!卍	∎
!卐	∎
!卬	∎
!叚	∎
!戉	∎
!斲2	∎
!斲3	∎
!毌	∎
!母	∎
!烏0	∎
!皮	∎
!睂	∎
!臼	∎
!辶.	∎
!辶H	∎
!雋	∎
!馬	∎
!黽	{1:}⿻⿺乚丨!黽0
!黽0	∎
!黽1	∎
!龍	∎
!龜0	∎
!𠀀.	∎
!𠀀T	∎
!𠀟	∎
!𠁁0	∎
!𠁁1	∎
!𠁾	∎
!𠂂	∎
!𠂔.	∎
!𠂔h	∎
!𠃛	∎
!𠌆	∎
!𠥓	∎
!𠦁	∎
!𠬝	∎
!𢩺	∎
HT	⿱艹H嘉
䒡.	⿱艹.引
䒡T	⿱艹H引
䒢.	⿱艹.卬
䒢H	⿱艹H卬
䒣.	⿱艹.冄
䒣T	⿱艹H冄
䒤.	⿱艹.日
䒤T	⿱艹H日
䒥.	⿱艹.帀
䒥T	⿱艹H帀
䒦.	⿱艹.乏.
䒦T	⿱艹H乏.
䒧.	⿱艹.去
䒧T	⿱艹H去
䒨.	⿱艹.矢.
䒨T	⿱艹H矢d
䒩.	⿱艹.禾.
䒩T	⿱艹H禾.
䒪.	⿱艹.弁
䒪T	⿱艹H弁
䒫.	⿱艹.代
䒫T	⿱艹H代
䒬.	⿱艹.示.
䒬T	⿱艹H示T
䒭.	⿳艹.ユ寸
䒭T	⿳艹Hユ寸
䒮	⿱艹.𠕵
䒰.	⿱艹.匡
䒰H	⿱艹H匡
䒱.	⿱艹.丞
䒱T	⿱艹H丞
䒲.	⿱艹.奼
䒲T	⿱艹H奼
䒳.	⿱艹.朶.
䒳T	⿱艹H朶T
䒴.	⿱艹.有.
䒴T	⿱艹H有T
䒵.	⿱艹.好
䒵T	⿱艹H好
䒶.	⿱艹.曳
䒶T	⿱艹H曳
䒷.	⿱艹.舌.
䒷H	⿱艹H舌.
䒸.	⿱艹.血.
䒸T	⿱艹H血.
䒹.	⿱艹.耒.
䒹T	⿱艹H耒H
䒺.	⿱艹.糸.
䒺T	⿱艹H糸.
䒻.	⿱艹.𡵆
䒻T	⿱艹H𡵆
䒼.	⿱艹.曲
䒼T	⿱艹H曲
䒽.	⿱艹.网.
䒽H	⿱艹H网.
䒾.	⿱艹.衣.
䒾J	⿱艹.衣J
䒿	⿱艹.肎.
䓀H	⿱艹H吉
䓁J	⿱艹H寺.
䓁T	⿱艹.寺.
䓂.	⿱艹.言.
䓂T	⿱艹H言.
䓃.	⿱艹.邑
䓃H	⿱艹H邑
䓄.	⿱艹.㹞
䓄T	⿱艹H㹞
䓅.	⿱艹.沂
䓅T	⿱艹H沂
䓆.	⿱艹.折
䓆T	⿱艹H折
䓇.	⿱艹.赤.
䓇T	⿱艹H赤.
䓈.	⿱艹.役.
䓈K	⿱艹H役J
䓈T	⿱艹H役.
䓉.	⿱艹.邪
䓉T	⿱艹H邪
䓊.	⿱艹.吾
䓊T	⿱艹H吾
䓋.	⿱艹.汦
䓋T	⿱艹H汦
䓌.	⿱艹.志
䓌T	⿱艹H志
䓍.	⿱艹.旱
䓍T	⿱艹H旱
䓎.	⿱艹.灼.
䓎H	⿱艹H灼.
䓏.	⿱艹.否
䓏T	⿱艹H否
䓐.	⿱艹.𡗥
䓐T	⿱艹H𡗥
䓑.	⿱艹.汧.
䓑T	⿱艹H汧.
䓒.	⿱艹.甸
䓒T	⿱艹H甸
䓓T	⿱艹H寿
䓔	⿱艹.孝
䓕	⿱艹.远.
䓖	⿱艹.穷
䓗.	⿱艹.忩.
䓗T	⿱艹H忩T
䓘.	⿱艹.咎.
䓘T	⿱艹H咎H
䓙.	⿱艹.乖.
䓙T	⿱艹H乖H
䓚.	⿱艹.徂
䓚T	⿱艹H徂
䓛.	⿱艹.屈
䓛T	⿱艹H屈
䓜.	⿱艹.泜.
䓜T	⿱艹H泜H
䓝.	⿱艹.孟
䓝H	⿱艹H孟
䓞.	⿱艹.戾.
䓞T	⿱艹H戾T
䓟.	⿱艹.周.
䓟H	⿱艹H周H
䓟T	⿱艹H周.
䓠.	⿱艹.沓
䓠T	⿱艹H沓
䓡.	⿱艹.知
䓡T	⿱艹H知
䓢.	⿱艹.固
䓢T	⿱艹H固
䓣T	⿱艹H兩H
䓤.	⿱艹.忽
䓤H	⿱艹H忽
䓥.	⿱入.草.
䓥T	⿱入H草H
䓦.	⿱艹.典
䓦T	⿱艹H典
䓧.	⿱艹.亟.
䓧T	⿱艹H亟H
䓩.	⿱艹.枝.
䓩H	⿱艹H枝.
䓪.	⿱艹.易
䓪H	⿱艹H易
䓫.	⿱艹.奇
䓫H	⿱艹H奇
䓬.	⿱艹.卓
䓬H	⿱艹H卓
䓭.	⿱艹.刹.
䓭T	⿱艹H剎H
䓮.	⿱艹.敄.
䓮T	⿱艹H敄.
䓯.	⿱艹.毒.
䓯T	⿳艹H龶.毋.
䓰.	⿱艹.垔.
䓰T	⿱艹H垔H
䓱.	⿱艹.柴.
䓱K	⿱艹H柴.
䓱T	⿱艹H柴T
䓲.	⿱艹.侻.
䓳.	⿱艹.很
䓳T	⿱艹H很
䓴.	⿱艹.耎.
䓵.	⿱艹.品
䓵T	⿱艹H品
䓷.	⿱艹.洐
䓷T	⿱艹H洐
䓸.	⿱艹.姧
䓸T	⿱艹H姧
䓺.	⿱艹.美
䓻.	⿱艹.㓂
䓻T	⿱艹H㓂
䓼.	⿱艹.娏.
䓼T	⿱艹H娏H
䓽.	⿱艹.記.
䓽T	⿱艹H記.
䓾.	⿱艹.娑.
䓾T	⿱艹H娑.
䓿.	⿱艹.圅
䓿T	⿱艹H圅
䔀.	⿱艹.倭
䔁.	⿱艹.栗.
䔁T	⿱艹H栗T
䔂.	⿱艹.宰.
䔂T	⿱艹H宰.
䔃.	⿱艹.祖.
䔃K	⿱艹H祖K
䔃T	⿱艹H祖.
䔄.	⿱艹.䍃.
䔄H	⿱艹H䍃J
䔄T	⿱艹H䍃T
䔅.	⿱艹.哥.
䔅T	⿱艹H哥.
䔅V	⿱艹.哥J
䔆.	⿱艹.狸
䔆T	⿱艹H狸
䔇.	⿱艹.豈.
䔇T	⿱艹H豈.
䔈.	⿱艹.貢
䔈T	⿱艹H貢
䔉.	⿱艹.秝
䔉T	⿱艹H秝
䔊.	⿱艹.㻂
䔊T	⿱艹H㻂
䔋.	⿱艹.紗.
䔋H	⿱艹H紗H
䔋K	⿱艹H紗J
䔋T	⿱艹H⿰糸.少.
䔌.	⿱艹.皋
䔌T	⿱艹H皋
䔍.	⿱艹.馬
䔍T	⿱艹H馬
䔏.	⿱艹.造.
䔏K	⿱艹H造K
䔏T	⿱艹H造H
䔐.	⿱艹.淺
䔐T	⿱艹H淺
䔑.	⿱艹.斜.
䔑T	⿱艹H斜.
䔒.	⿱艹.陪.
䔒K	⿱艹H陪J
䔒T	⿱艹H陪.
䔓.	⿱艹.許.
䔓K	⿱艹H許J
䔓T	⿱艹H許.
䔔.	⿱艹.竟.
䔔T	⿱艹H竟.
䔕.	⿱艹.脯.
䔕T	⿱艹H脯H
䔖.	⿱艹.陵.
䔖H	⿱艹H陵H
䔖K	⿱艹H陵J
䔖T	⿱艹H陵T
䔗.	⿱艹.祥.
䔗T	⿱艹H祥.
䔘.	⿱艹.⿰缶且.
䔘T	⿱艹H⿰缶且.
䔙.	⿱艹.釣
䔙T	⿱艹H釣
䔚.	⿱艹.脣.
䔚T	⿱艹H脣T
䔛.	⿱艹.頃.
䔛H	⿱艹H頃.
䔛K	⿱艹H頃J
䔜.	⿱艹.聃.
䔜T	⿱艹H聃.
䔝.	⿱艹.紫.
䔝H	⿱艹H紫.
䔝T	⿱艹H紫T
䔞.	⿱艹.率.
䔞T	⿱艹H率.
䔟.	⿱艹.移
䔟T	⿱艹H移
䔠.	⿱艹.梢.
䔠T	⿱艹H梢T
䔡.	⿱艹.魚
䔡T	⿱艹H魚
䔢.	⿳艹.𠈌d亏
䔢T	⿳艹H𠈌d亏
䔣.	⿱艹.犁
䔣T	⿱艹H犁
䔤.	⿱艹.⿰白百
䔤T	⿱艹H⿰白百
䔥.	⿱艹.粛
䔥T	⿱艹H粛
䔦.	⿱艹.梅.
䔦T	⿱艹H梅.
䔧.	⿱艹.梨.
䔧H	⿱艹H梨.
䔧T	⿱艹H梨T
䔨.	⿱艹.⿰乡隹.
䔨T	⿱艹H⿰乡隹.
䔪.	⿱艹.爽
䔪T	⿱艹H𡙁
䔫	⿱艹.⿰𤴔.朿.
䔬.	⿱艹.異
䔬T	⿱艹H異
䔮.	⿱艹.斯
䔮T	⿱艹H斯
䔯.	⿱艹.酤.
䔯T	⿱艹H酤.
䔰.	⿱艹.富.
䔰K	⿱艹H富J
䔰T	⿱艹H富.
䔱.	⿱艹.揖.
䔱T	⿱艹H揖.
䔲.	⿱艹.登
䔲T	⿱艹H登
䔳.	⿱艹.然.
䔳H	⿱艹H然H
䔳T	⿱艹H然T
䔴.	⿱艹.𠭥.
䔴T	⿱艹H𠭥T
䔵.	⿱艹.閑.
䔵J	⿱艹.閑J
䔵T	⿱艹H閑.
䔶.	⿱艹.提
䔶T	⿱艹H提
䔷.	⿱艹.琴.
䔷T	⿱艹H琴H
䔸.	⿱艹.猋
䔹.	⿱艹.隊.
䔹T	⿱艹H隊.
䔺.	⿱艹.隋.
䔺K	⿱艹H隋.
䔺T	⿱艹H隋T
䔼.	⿱艹.歰
䔼T	⿱艹H歰
䔽.	⿱艹.渴.
䔽H	⿱艹H渴H
䔽J	⿱艹H渴.
䔾.	⿱艹.揭.
䔾T	⿱艹H揭H
䔿.	⿱艹.尊.
䔿K	⿱艹H尊K
䔿T	⿱艹H尊.
䕀.	⿱艹.款.
䕀K	⿱艹H款.
䕀T	⿱艹H款T
䕁.	⿱艹.棐.
䕁T	⿱艹H棐T
䕂	⿱艹.⿺辶.⿱台𧘇sd
䕃H	⿱艹H隂
䕃J	⿱艹.隂
䕄.	⿱䒱.皿.
䕄T	⿱䒱T皿.
䕅.	⿱艹.嫂.
䕅T	⿱艹H嫂T
䕆.	⿱艹.榆.
䕆T	⿱艹H榆T
䕇.	⿱艹.廆.
䕇T	⿱艹H廆H
䕈.	⿱艹.牃.
䕈T	⿱艹H牃T
䕉.	⿱艹.睪
䕉T	⿱艹H睪
䕊.	⿱艹.亶.
䕊T	⿱艹H亶.
䕋.	⿱艹.塘.
䕋T	⿱艹H塘.
䕌.	⿱艹.稚.
䕌J	⿱艹.稚J
䕌K	⿱艹H稚J
䕌T	⿱艹H稚.
䕍.	⿱艹.裔.
䕍T	⿱艹H裔H
䕎.	⿱艹.⿰日畐
䕎T	⿱艹H⿰日畐
䕏.	⿱艹.義
䕏T	⿱艹H義
䕐	⿱艹.福.
䕑.	⿱艹.綏.
䕑H	⿱艹H綏.
䕒	⿱艹.嘉
䕓.	⿱艹.察.
䕓T	⿱艹H察T
䕔.	⿱艹.銜.
䕔T	⿱艹H銜.
䕕.	⿱艹.漫.
䕕H	⿱艹H漫H
䕖.	⿱艹.遜.
䕖T	⿱艹H遜H
䕗.	⿱艹.鼻.
䕗T	⿱艹H鼻.
䕙.	⿱艹.截.
䕙T	⿱艹H截.
䕚.	⿱艹.匱
䕚T	⿱艹H匱
䕜.	⿱艹.翠.
䕜T	⿱艹H翠H
䕝.	⿱艹.稱.
䕝T	⿻⿱艹H丅⿱八d冄
䕟.	⿱艹.興
䕟T	⿱艹H興
䕡.	⿱艹.閭.
䕡H	⿱艹H閭H
䕢.	⿱艹.磋.
䕢H	⿱艹H磋H
䕣.	⿱艹.褐.
䕣K	⿱艹H褐J
䕤.	⿱艹.鄲
䕤T	⿱艹H鄲
䕥.	⿱䒔.⿻丨⿱八d⿵冂㸚d
䕥K	⿱䒔T⿻丨⿱八d⿵冂㸚d
䕦.	⿱艹.嬴.
䕦T	⿱艹H嬴T
䕧.	⿱艹.骹.
䕧T	⿱艹H骹T
䕨.	⿱艹.縢.
䕨K	⿱艹H縢J
䕨T	⿱艹H縢.
䕩.	⿱艹.橑
䕩T	⿱艹H橑
䕪.	⿱艹.澤
䕪H	⿱艹H澤
䕫.	⿳艹.⿲止t白巳.⿱八d夂.
䕫T	⿳艹H⿲止t白巳.⿱八d夊.
䕬.	⿱艹.彊
䕬T	⿱艹H彊
䕮.	⿱艹.⿰幸匊
䕮T	⿱艹H⿰幸匊
䕯.	⿱艹.瓢.
䕯K	⿱艹H瓢.
䕯T	⿱艹H瓢T
䕰.	⿱艹.燔.
䕰T	⿱艹H燔H
䕲.	⿱艹.廪.
䕲K	⿱艹H⿸广J⿱㐭J示T
䕲T	⿱艹H廪T
䕳.	⿱艹.彌
䕳T	⿱艹H彌
䕴.	⿱艹.穛
䕴T	⿱艹H穛
䕵.	⿱艹.鴶
䕵T	⿱艹H鴶
䕷.	⿱艹.縻.
䕷T	⿱艹H⿸麻T⿱幺.小s
䕸T	⿱艹H黠H
䕹.	⿱艹.雜.
䕹T	⿱艹H雜H
䕺.	⿱艹.叢
䕻.	⿱艹.麗.
䕻T	⿱艹H麗T
䕼.	⿱艹.難.
䕼K	⿱艹H難J
䕼T	⿱艹H難.
䕽.	⿱艹.躅
䕽T	⿱艹H躅
䕾.	⿱艹.嚴.
䖀.	⿱艹.囂
䖀T	⿱艹H囂
䖁.	⿰萬.意.
䖁T	⿰萬H意.
䖂.	⿱艹.攣.
䖂T	⿱艹H攣.
䖃.	⿱若.⿰若.若.
䖃T	⿱若H⿰若H若H
䖄.	⿱艹.㸐
䖄T	⿱艹H⿰⿱廿⿻人d𠮡焦.
䖅.	⿱艹.靈.
䖅H	⿱艹H靈H
䖆.	⿱艹.釀.
䖆K	⿱艹H釀J
䖆T	⿱艹H釀.
䖇.	⿱艹.鬱.
䖇J	⿱艹.鬱J
䖈.	⿸虍.匕.
䖈T	⿸虍H𠤎
䖉.	⿸虍.于
䖉T	⿸虍H于
䖊.	⿰㐅虎.
䖊T	⿰㐅虎H
䖋.	⿰虎..t人.
䖋T	⿰虎wyt人.
䖌.	⿰虎..t刂
䖌T	⿰虎wyt刂
䖍J	⿸虍.攵.
䖍T	⿸虍H攵.
䖎.	⿰阝虎.
䖎J	⿰阝虎J
䖎T	⿰阝虎H
䖏.	⿸虍.⿻勿乀
䖏T	⿸虍H⿻勿乀
䖐.	⿰斤虎.
䖐K	⿰斤虎J
䖐T	⿰斤虎H
䖑.	⿺虎.日
䖑T	⿺虎H日
䖒.	⿸虍.豆.
䖒T	⿸虍H豆.
䖓.	⿰出虎.
䖓J	⿰出虎J
䖓T	⿰出虎H
䖔.	⿰去虎.
䖔T	⿰去虎H
䖕.	⿺虎.且.
䖕T	⿺虎H且.
䖖.	⿺虎.甲
䖖T	⿺虎H甲
䖗.	⿸虍.咸
䖗T	⿸虍H咸
䖘.	⿰虎..t兔.
䖘T	⿰虎wyt兔.
䖙.	⿱卧虒.
䖚.	⿰虎..t烏
䖚K	⿰虎.yt烏
䖚T	⿰虎wyt烏
䖛.	⿺虎.索.
䖛J	⿺虎J索J
䖛T	⿺虎H索.
䖜.	⿱虤.日
䖜K	⿱虤J日
䖜T	⿱虤H日
䖝	⿱丿虫
䖞	⿰虫寸
䖟.	⿱亡.虫
䖟K	⿱亡J虫
䖟T	⿱亡H虫
䖠	⿰虫凡.
䖡.	⿰虫丑.
䖡T	⿰虫丑H
䖢	⿰虫少.
䖣	⿰虫爪
䖤	⿱夗虫
䖥	⿱矛虫
䖦	⿰虫出
䖧	⿰虫旦.
䖨	⿰虫石
䖩	⿰虫必
䖪.	⿱此.虫
䖪T	⿱此T虫
䖫.	⿰虫⿱八.干
䖫T	⿰虫⿱八d干
䖬	⿰虫甲
䖭	⿱龹虫
䖮	⿰虫向
䖯	⿱圭.虫
䖰	⿰虫𠂢.
䖱	⿰虫匡
䖲	⿰虫旬
䖳.	⿰虫宅.
䖳K	⿰虫宅J
䖴	⿰虫兆.
䖵	⿰虫虫
䖶	⿰虫豕.
䖷	⿰虫希
䖸	⿱我虫
䖹.	⿰虫⿱卝干
䖺	⿲亻丨𧈸
䖻T	⿰虫⿱𠫓.𫶧w
䖼	⿰虫却
䖽	⿱利虫
䖾	⿰虫完.
䖿	⿱𥝢虫
䗀.	⿰虫夌.
䗀T	⿰虫夌T
䗁	⿰虫奇
䗂.	⿰虫虎.
䗂K	⿰虫虎J
䗂T	⿰虫虎H
䗃	⿰虫戔
䗄	⿰虫斧.
䗅	⿰虫長
䗆	⿰虫官.
䗇	⿰虫匊
䗈.	⿰虫盲.
䗈K	⿰虫盲J
䗈T	⿰虫盲H
䗉	⿰虫昌
䗊	⿰虫炎.
䗋.	⿰虫某.
䗋T	⿰虫某T
䗌	⿰虫星
䗍	⿱彖虫
䗎.	⿰虫垔.
䗎T	⿰虫垔H
䗏	⿰虫叜.
䗐.	⿱施.虫
䗐K	⿱施J虫
䗐T	⿱施H虫
䗑	⿰虫昱.
䗒	⿰虫並.
䗓	⿰虫怱
䗔.	⿰虫侯.
䗔T	⿰虫侯H
䗕	⿱宀.䖤
䗖	⿰虫带
䗗	⿰虫笄
䗘	⿰虫盍
䗙.	⿱𡨄.虫
䗙J	⿱𡨄V虫
䗚.	⿰虫尃.
䗚H	⿰虫尃H
䗛.	⿰虫脩.
䗛T	⿰虫脩T
䗜	⿰虫留
䗝.	⿱神.虫
䗝J	⿱神K虫
䗝T	⿱⿰示T申虫
䗞	⿱天.䖵
䗟.	⿱殹.虫
䗟J	⿱⿰医.殳J虫
䗟T	⿱殹T虫
䗡	⿰虫焉
䗢.	⿰虫造.
䗢T	⿰虫造H
䗣	⿱甘䖵
䗤.	⿰虫庸.
䗥	⿰虫從
䗦.	⿰虫逢.
䗧.	⿰虫康.
䗧K	⿰虫康J
䗧T	⿰虫康H
䗨	⿰虫魚
䗩	⿰虫戚
䗪.	⿸庶.虫
䗪J	⿸庶J虫
䗫.	⿰虫麻.
䗫T	⿰虫麻T
䗬.	⿱逢.虫
䗭	⿰虫患
䗮	⿰虫爽
䗯.	⿰虫進.
䗯T	⿰虫進H
䗰.	⿰虫貫
䗰K	⿰虫⿱⿻一⿴!毌⺀貝
䗱.	⿰虫菐.
䗱T	⿰虫菐T
䗲.	⿰虫粦.
䗲T	⿰虫粦H
䗳	⿰虫登
䗴	⿰虫筳.
䗵	⿰虫畺
䗶.	⿰虫葛.
䗶T	⿰虫葛H
䗷	⿰虫意.
䗸	⿱雍.虫
䗺.	⿱延.䖵
䗺K	⿱延K䖵
䗻	⿰虫節.
䗼	⿰虫熏
䗽	⿱維.虫
䗾	⿰虫㬎.
䘀	⿱阜䖵
䘁	⿱截.虫
䘂	⿰虫韯
䘃	⿰虫墨.
䘄.	⿱者.䖵
䘄K	⿱者K䖵
䘆H	⿰虫憲H
䘆T	⿰虫憲T
䘆V	⿰虫⿳宀J丰.⿱罒心
䘇	⿱文.蟲
䘈.	⿰虫勵.
䘈T	⿰虫勵H
䘉	⿱天.蟲
䘊	⿰虫篾
䘋	⿰虫韱
䘌.	⿱匿.䖵
䘌T	⿱匿H䖵
䘍.	⿱萬.䖵
䘍T	⿱萬H䖵
䘎	⿰虫彎.
䘏	⿰血t阝
䘐	⿰血t刅
䘑	⿰血t永.
䘒.	⿰血t夋.
䘒T	⿰血t夋T
䘓	⿰血t臽.
䘔.	⿰血t客.
䘔K	⿰血t客J
䘕	⿲彳亢.t亍
䘖	⿰彳𦈥
䘗.	⿲彳⿱山系V亍
䘗T	⿲彳⿳山𢆰小s亍
䘘.	⿲彳素.亍
䘘J	⿲彳素J亍
䘙	⿲彳⿱韋帀亍
䘚.	⿱衣.十
䘚K	⿱衣J十
䘛	⿰衤.几.
䘜.	⿰衤.巾
䘜V	⿰衤h巾
䘝	⿰衤.弋
䘞	⿰衤.马.
䘟	⿰衤.弔
䘠.	⿰衤.⿸𠂇㐅
䘠J	⿰衤J⿸𠂇㐅
䘠T	{䘠}⿰衤.犮H
䘡.	⿱比.衣.
䘡J	⿱比.衣J
䘡T	⿱比H衣.
䘢	⿰衤.宁.
䘣.	⿰衤.此.
䘣T	⿰衤.此T
䘤.	⿰衤.术
䘤T	⿰衤.朮.
䘥	⿰衤.甲
䘦.	⿰衤.尼.
䘦T	⿰衤.尼T
䘧.	⿰衤.央.
䘨	⿰衤.交.
䘩	⿰衤.旬
䘪.	⿰衤.充.
䘪T	⿰衤.充T
䘫	⿱如衣.
䘬	⿰衤.戎.
䘭	⿰衤.至.
䘮	⿱⿻土.从.⿰𠄌⿺乀丿
䘯.	⿰衤.肖.
䘯T	⿰衤.肖T
䘰.	⿰衤.延.
䘰K	⿰衤J延K
䘱.	⿳亠.谷.𧘇.d
䘱J	⿳亠J谷.𧘇.
䘲	⿰衤.𠬶V
䘳	⿰衤.金.
䘴.	⿰衤.松.
䘴K	⿰衤J松T
䘴T	⿰衤.松T
䘵T	⿰衤.彔H
䘶	⿰衤.函.
䘷.	⿰衤.㡀.
䘸.	⿰衤.夜.
䘸K	⿰衤J夜J
䘹.	⿰衤.卒.
䘹K	⿰衤J卒J
䘹V	⿰衤h卒J
䘺.	⿰衤.定.
䘺J	⿰衤J定J
䘻.	⿰衤.育.
䘻T	⿰衤.育T
䘼	⿰衤.宛.
䘽.	⿰衤.兒.
䘽K	⿰衤J兒.
䘾	⿰衤.官.
䘿.	⿰衤.屈
䘿K	⿰衤J屈
䙀	⿰衤.朋
䙁.	⿰衤.戔
䙁J	⿰衤J戔
䙂.	⿰衤.忩.
䙂T	⿰衤.忩T
䙃.	⿰衤.⿱左冃
䙃T	⿰衤.⿱左⺼
䙄.	⿰衤.臿.
䙄T	⿰衤.臿H
䙅.	⿰衤.要
䙅K	⿰衤J要
䙆	⿰衤.癸.
䙇.	⿰衤.耎.
䙈.	⿰衤.侯.
䙈K	⿰衤J侯.
䙈T	⿰衤.侯H
䙉	⿰衤.盾
䙊	⿰衤.带
䙋	⿰衤.宣.
䙌	⿰衤.贵
䙍	⿰衤J飛
䙎.	⿰衤.奚.
䙎T	⿰衤.奚H
䙏.	⿰衤.尃.
䙏T	⿰衤.尃H
䙐	⿰衤.鬲.
䙑.	⿰衤.衰.
䙑K	⿰衤.衰J
䙒.	⿰衤.畜.
䙒K	⿰衤J畜J
䙓	⿰衤.罢
䙔.	⿰衤.區.
䙔K	⿰衤J區.
䙔T	⿰衤.區H
䙕	⿰衤.從
䙖	⿰衤.崩
䙗.	⿰衤.啇.
䙗K	⿰衤J啇J
䙘.	⿰衤.戚
䙘K	⿰衤J戚
䙙	⿰衤.犀.
䙚.	⿱鳥衣.
䙚K	⿱鳥衣J
䙛T	⿰衤.袞T
䙜.	⿰衤.逢.
䙜K	⿰衤J逢J
䙝	⿳亠.執𧘇.
䙞.	⿰衤.登
䙞J	⿰衤J登
䙟	⿰衤.圍
䙠	⿰衤.厥
䙡.	⿰衤.貴
䙡K	⿰衤J貴
䙣.	⿰衤.䨿.
䙣T	⿰衤.䨿T
䙤.	⿰衤.過.
䙤T	⿰衤.過H
䙥.	⿰衤.零.
䙥J	⿰衤J零J
䙥T	⿰衤.零H
䙦.	⿰衤.夢.
䙦T	⿰衤.夢H
䙧.	⿰衤.熏
䙧K	⿰衤J熏
䙨	⿰衤.⿱果d衣.
䙩.	⿰衤.蒙.
䙩T	⿰衤.蒙H
䙪K	⿵樊J衣J
䙫	⿰衤.冀.
䙬	⿰衤.嬰
䙭.	⿰衤.蹇.
䙭K	⿰衤J蹇J
䙯.	⿰衤.蹙
䙯K	⿰衤J蹙
䙰	⿰衤.離.
䙱.	⿰衤.屬.
䙱K	⿰衤J屬J
䙲	⿱覀大.
䙳	⿱覀火.
䙴.	⿱䙲㔾
䙴J	⿳襾大.㔾
䙵.	⿱覀圭.
䙵K	⿱西.圭.
䙶	⿰西.农
䙷	⿱見.寸
䙸	⿺見.寸
䙹	⿰开見.
䙺	⿰火d見.
䙻	⿰𠂔見.
䙼	⿰召見.
䙽	⿱𡗜.見.
䙾K	⿰它J見.
䙾T	⿰它.見.
䚀.	⿰舟..y見.
䚀H	⿰舟.t.見.
䚁	⿰向見.
䚂	⿰赤.見.
䚃	⿰卣見.
䚄.	⿰录T見.
䚄T	⿰彔H見.
䚇	⿰省.見.
䚉T	⿰契T見.
䚋	⿰員見.
䚍	⿰責見.
䚎	⿰舂.見.
䚏	⿰粦H見.
䚐	⿰智見.
䚑	⿰買見.
䚓.	⿰覃.見.
䚓T	⿰覃J見.
䚔	⿰賓.見.
䚕K	⿰麗K見.
䚗.	⿰角.公.
䚗T	⿰角H公T
䚘.	⿲彳角.亍
䚘T	⿲彳角H亍
䚙.	⿰角.亘.
䚙T	⿰角H亘.
䚚.	⿰角.先.
䚚T	⿰角H先.
䚛.	⿰角.告
䚛T	⿰角H告
䚜.	⿰角.卑.
䚜T	⿰角H卑.
䚝.	⿰角.卒.
䚝T	⿰角H卒.
䚞.	⿰角.來
䚞T	⿰角H來
䚟.	⿰角.㝵
䚟T	⿰角H㝵
䚠.	⿰角.昆.
䚠T	⿰角H昆H
䚡.	⿰角.思
䚡H	⿰角H思
䚢.	⿰角.枼.
䚢T	⿰角H枼T
䚣.	⿰角.是
䚣T	⿰角H是
䚤	⿰角H禺
䚥.	⿰角.弱.
䚥T	⿰角H弱.
䚦.	⿰角.虒.
䚦K	⿰角H虒J
䚦T	⿰角H虒H
䚧.	⿰角.翏.
䚧T	⿰角H翏H
䚩.	⿰角.喬
䚩T	⿰角H喬
䚪.	⿰角.睘
䚪T	⿰角H睘
䚫.	⿱敫.角.
䚫T	⿱敫.角H
䚬.	⿰角.粦.
䚬J	⿰角H粦.
䚮.	⿰言.乃
䚮J	⿰言J乃
䚯.	⿰言.刂
䚯J	⿰言J刂
䚰.	⿰言.匕.
䚰T	⿰言.匕T
䚱.	⿰言.小.
䚱J	⿰言J小.
䚲	⿰言.彡
䚳.	⿰言.支.
䚳K	⿰言J支.
䚴.	⿰言.月
䚴K	⿰言J月
䚵	⿰言.斗
䚶	⿰言.天.
䚷.	⿰言.兮.
䚸.	⿰言.介
䚸J	⿰言J介
䚹.	⿰言.比.
䚹T	⿰言.比H
䚺	⿰言.攵.
䚻.	⿱⿴𠂊⺀言.
䚻T	⿱⿴𠂊冫言.
䚼.	⿰言.丑.
䚼K	⿰言J丑H
䚼T	⿰言.丑H
䚽	⿰言.毛.
䚾	⿰言.壬.
䚿	⿰言.欠.
䛀.	⿰言.反.
䛀T	⿰言.反T
䛁.	⿰言.冄
䛁T	⿰言.⿻⺆二
䛁k	⿰言J冄
䛂	⿰言.升
䛃.	⿰言.元.
䛃K	⿰言J元.
䛄.	⿰言.夗
䛄K	⿰言J夗
䛅	⿰言.甲
䛆.	⿰言.由
䛆J	⿰言J由
䛇.	⿰言.⿱𠘧口
䛇T	⿰言.⿱儿w口
䛈.	⿰言.矢.
䛈K	⿰言J矢.
䛉	⿰言.民
䛊	⿰言.只
䛋.	⿰言.戊
䛋K	⿰言J戊
䛌	⿰言.包.
䛍	⿰言.弗
䛎.	⿰言.穴.
䛎T	⿰言.宂H
䛏.	⿰言.尼.
䛏T	⿰言.尼T
䛐	⿱司言.
䛑.	⿰言.必
䛑J	⿰言J必
䛒	⿱巧言.
䛓	⿱⿰〢⿱𠂉丶言.
䛔	⿰言.而
䛕.	⿰言.⿻丿⿱日乀
䛕J	⿰言J⿻丿⿱日㇝
䛖	⿰言.曳
䛗	⿰臣言.
䛘.	⿰言.任.
䛘K	⿰言J任.
䛙	⿰言.休
䛚.	⿱㓞.言.
䛛	⿰言.回
䛜	⿰言.囟
䛝.	⿰言.⿱丑.山
䛝T	⿰言.⿱丑H山
䛞	⿰言.旱
䛠	⿰言.豆.
䛡	⿰言.𠯑
